Alloy,Phase
Al20.942Cr22.622Co21.261Ni25.559Cu9.6165,BCC+FCC
Al21.251Cr22.836Co21.623Ni25.997Cu8.2931,BCC+FCC
Al19.111Cr20.463Co18.129Ni22.027Cu20.27,BCC+FCC
Al13.27Cr13.983Co18.059Ni22.682Cu32.006,FCC
Al12.42Cr13.284Co16.712Ni21.205Cu36.379,FCC
Al11.79Cr12.421Co15.027Ni19.282Cu41.481,FCC
Al10.928Cr11.591Co13.575Ni17.623Cu46.283,FCC
Al10.279Cr10.548Co12.033Ni16.082Cu51.059,FCC
Al9.3846Cr9.7024Co10.752Ni14.142Cu56.019,FCC
Al13.938Cr14.853Co19.539Ni24.052Cu27.619,FCC
Al14.184Cr15.434Co20.924Ni25.419Cu24.04,FCC
Al15.169Cr16.252Co23.0Ni27.966Cu17.613,FCC
Al15.457Cr16.431Co23.99Ni28.856Cu15.265,FCC
Al15.412Cr16.853Co24.955Ni29.851Cu12.93,FCC
Al15.589Cr17.165Co25.468Ni30.5Cu11.279,FCC
Al15.714Cr16.998Co26.046Ni31.489Cu9.7521,FCC
Al15.508Cr17.27Co26.635Ni31.966Cu8.6209,FCC
Al14.758Cr15.879Co22.042Ni26.749Cu20.572,FCC
Al11.575Cr12.276Co19.435Ni24.618Cu32.096,FCC
Al11.007Cr11.791Co17.991Ni22.86Cu36.351,FCC
Al10.583Cr11.267Co16.379Ni20.892Cu40.88,FCC
Al10.122Cr10.321Co14.684Ni19.198Cu45.676,FCC
Al9.0391Cr9.6209Co13.205Ni17.225Cu50.91,FCC
Al12.167Cr12.974Co21.133Ni26.182Cu27.543,FCC
Al12.782Cr13.448Co22.357Ni27.57Cu23.843,FCC
Al13.003Cr14.192Co24.97Ni30.371Cu17.465,FCC
Al13.323Cr14.41Co25.785Ni31.516Cu14.966,FCC
Al13.406Cr14.458Co26.742Ni32.396Cu12.999,FCC
Al13.49Cr14.43Co27.741Ni33.238Cu11.1,FCC
Al13.456Cr14.591Co28.702Ni33.889Cu9.3613,FCC
Al12.835Cr13.737Co23.612Ni29.275Cu20.541,FCC
Al10.412Cr11.007Co20.833Ni26.352Cu31.396,FCC
Al9.5891Cr10.482Co19.287Ni24.627Cu36.015,FCC
Al9.0285Cr9.906Co17.534Ni22.638Cu40.894,FCC
Al8.9502Cr9.1958Co15.837Ni20.511Cu45.506,FCC
Al8.448Cr8.7143Co14.062Ni18.183Cu50.593,FCC
Al10.679Cr11.501Co22.523Ni28.194Cu27.103,FCC
Al11.039Cr11.766Co24.138Ni29.82Cu23.238,FCC
Al11.004Cr12.154Co26.908Ni32.863Cu17.071,FCC
Al11.292Cr12.396Co28.022Ni33.633Cu14.657,FCC
Al11.178Cr12.472Co28.93Ni34.833Cu12.587,FCC
Al11.444Cr12.347Co29.799Ni35.726Cu10.684,FCC
Al11.636Cr12.446Co30.432Ni36.358Cu9.1287,FCC
Al11.163Cr12.166Co25.589Ni31.215Cu19.867,FCC
Al8.9157Cr9.6754Co22.392Ni28.274Cu30.743,FCC
Al8.707Cr9.2199Co20.71Ni26.04Cu35.324,FCC
Al8.0876Cr8.8604Co19.001Ni24.098Cu39.953,FCC
Al7.7223Cr8.4439Co16.968Ni21.854Cu45.011,FCC
Al9.2771Cr10.048Co24.172Ni30.058Cu26.445,FCC
Al9.3459Cr10.183Co26.03Ni31.634Cu22.807,FCC
Al9.7472Cr10.49Co28.773Ni34.658Cu16.332,FCC
Al9.597Cr10.489Co29.721Ni36.064Cu14.129,FCC
Al9.412Cr10.617Co30.992Ni37.127Cu11.853,FCC
Al9.5317Cr10.508Co31.721Ni38.064Cu10.175,FCC
Al9.665Cr10.381Co27.469Ni33.284Cu19.2,FCC
Al7.8576Cr8.6437Co24.024Ni30.032Cu29.443,FCC
Al7.7472Cr8.2545Co22.088Ni28.014Cu33.897,FCC
Al7.5172Cr7.933Co20.214Ni25.407Cu38.929,FCC
Al8.0942Cr8.7176Co25.955Ni31.846Cu25.387,FCC
Al8.1679Cr8.9244Co27.342Ni33.698Cu21.867,FCC
Al8.1402Cr9.0034Co30.437Ni36.825Cu15.595,FCC
Al8.323Cr8.8775Co31.592Ni37.821Cu13.387,FCC
Al8.1778Cr9.0323Co32.583Ni38.9Cu11.307,FCC
Al8.2119Cr9.0162Co28.751Ni35.229Cu18.791,FCC
Al6.8956Cr7.5068Co25.592Ni31.742Cu28.264,FCC
Al7.115Cr7.6979Co27.329Ni33.749Cu24.109,FCC
Al7.0758Cr7.6941Co28.92Ni35.458Cu20.853,FCC
Al6.7799Cr7.7996Co31.921Ni38.402Cu15.097,FCC
Al6.8829Cr7.6894Co30.479Ni37.158Cu17.791,FCC
Al15.324Cr15.86Co16.49Ni20.708Cu31.617,FCC
Al14.028Cr15.122Co15.457Ni19.388Cu36.004,FCC
Al13.212Cr13.929Co13.765Ni17.577Cu41.516,FCC
Al12.492Cr12.689Co12.496Ni16.391Cu45.933,FCC
Al11.503Cr11.735Co11.303Ni14.729Cu50.731,FCC
Al10.609Cr10.664Co10.001Ni13.317Cu55.41,FCC
Al16.04Cr16.691Co17.621Ni22.044Cu27.604,FCC
Al16.451Cr17.596Co18.858Ni23.2Cu23.895,FCC
Al17.422Cr18.693Co20.932Ni25.325Cu17.627,BCC+FCC
Al18.016Cr18.83Co21.573Ni26.321Cu15.259,BCC+FCC
Al17.988Cr19.384Co22.427Ni27.21Cu12.991,BCC+FCC
Al17.684Cr19.674Co23.213Ni28.099Cu11.331,BCC+FCC
Al17.94Cr19.824Co23.94Ni28.47Cu9.8257,BCC+FCC
Al18.459Cr19.928Co24.051Ni28.981Cu8.5808,BCC+FCC
Al17.07Cr18.19Co20.028Ni24.317Cu20.395,BCC+FCC
Cr26.513Mn19.085Fe15.402Ni17.365Cu21.635,BCC+FCC+AM
Cr25.404Mn22.308Fe14.609Ni16.5Cu21.179,AM
Cr23.905Mn26.237Fe13.97Ni15.616Cu20.272,AM
Cr22.547Mn30.655Fe12.824Ni14.487Cu19.487,AM
Cr21.039Mn35.544Fe12.095Ni13.365Cu17.957,AM
Cr19.472Mn40.55Fe11.218Ni12.22Cu16.541,AM
Cr27.633Mn15.905Fe16.34Ni18.016Cu22.105,BCC+FCC+AM
Cr28.376Mn13.307Fe16.589Ni18.779Cu22.949,BCC+FCC
Cr29.759Mn9.447Fe17.528Ni20.02Cu23.245,BCC+FCC
Cr30.341Mn7.8374Fe18.211Ni20.151Cu23.459,BCC+FCC
Cr30.743Mn6.6696Fe18.559Ni20.831Cu23.197,BCC+FCC
Cr30.971Mn5.6135Fe19.114Ni21.073Cu23.229,BCC+FCC
Cr31.159Mn5.003Fe19.507Ni21.178Cu23.153,BCC+FCC
Cr31.248Mn4.2907Fe20.028Ni21.701Cu22.732,BCC+FCC
Cr29.137Mn11.077Fe17.246Ni19.346Cu23.194,BCC+FCC
Cr29.145Mn17.776Fe13.937Ni15.087Cu24.055,BCC+FCC+AM
Cr27.9Mn21.176Fe13.379Ni14.676Cu22.87,BCC+AM
Cr26.277Mn24.708Fe12.573Ni14.027Cu22.415,AM
Cr24.615Mn29.031Fe11.993Ni13.257Cu21.105,AM
Cr22.961Mn33.678Fe11.334Ni12.444Cu19.583,AM
Cr30.304Mn14.942Fe14.369Ni15.895Cu24.489,BCC+FCC
Cr31.187Mn12.581Fe14.64Ni16.475Cu25.117,BCC+FCC
Cr32.796Mn8.7267Fe15.513Ni17.53Cu25.434,BCC+FCC
Cr33.411Mn7.5474Fe15.996Ni17.441Cu25.604,BCC+FCC
Cr33.969Mn6.2766Fe16.449Ni18.0Cu25.305,BCC+FCC
Cr34.236Mn5.498Fe16.713Ni18.154Cu25.399,BCC+FCC
Cr34.333Mn4.7777Fe17.325Ni18.621Cu24.944,BCC+FCC
Cr32.103Mn10.506Fe15.158Ni16.853Cu25.38,BCC+FCC
Cr31.871Mn16.488Fe12.601Ni13.366Cu25.673,BCC+AM
Cr30.315Mn19.699Fe11.918Ni13.022Cu25.046,BCC+AM
Cr28.899Mn23.224Fe11.651Ni12.416Cu23.81,BCC+AM
Cr26.98Mn27.092Fe11.101Ni12.016Cu22.812,AM
Cr25.408Mn31.251Fe10.474Ni11.419Cu21.449,AM
Cr32.779Mn13.935Fe12.743Ni13.845Cu26.698,BCC
Cr34.059Mn11.844Fe13.092Ni14.133Cu26.872,BCC
Cr35.627Mn8.4949Fe13.551Ni14.925Cu27.402,BCC+FCC
Cr36.486Mn7.0628Fe13.953Ni14.916Cu27.582,BCC+FCC
Cr36.951Mn6.0453Fe14.25Ni15.219Cu27.535,BCC+FCC
Cr37.182Mn5.4747Fe14.18Ni15.46Cu27.703,BCC+FCC
Cr37.835Mn4.5303Fe14.824Ni15.527Cu27.285,BCC+FCC
Cr34.797Mn9.915Fe13.576Ni14.581Cu27.131,BCC+FCC
Cr34.236Mn15.531Fe10.91Ni11.932Cu27.391,BCC
Cr32.736Mn18.421Fe10.672Ni11.497Cu26.675,BCC
Cr31.13Mn21.346Fe10.243Ni11.15Cu26.131,BCC+AM
Cr29.61Mn25.029Fe9.8552Ni10.733Cu24.774,BCC+AM
Cr35.472Mn12.836Fe11.397Ni12.245Cu28.05,BCC
Cr36.498Mn10.915Fe11.557Ni12.242Cu28.788,BCC
Cr38.556Mn7.5551Fe11.933Ni12.831Cu29.124,BCC
Cr39.296Mn6.5059Fe12.056Ni12.675Cu29.468,BCC
Cr39.732Mn5.7278Fe12.264Ni13.007Cu29.27,BCC
Cr40.237Mn4.889Fe12.389Ni12.993Cu29.492,BCC
Cr37.531Mn9.2181Fe11.709Ni12.565Cu28.977,BCC
Cr36.716Mn13.89Fe9.7839Ni10.207Cu29.403,BCC
Cr35.178Mn16.35Fe9.4961Ni10.142Cu28.834,BCC
Cr33.697Mn19.542Fe9.239Ni9.6929Cu27.829,BCC
Cr38.097Mn11.801Fe9.9032Ni10.568Cu29.63,BCC
Cr38.915Mn9.7467Fe10.235Ni10.68Cu30.423,BCC
Cr40.943Mn7.006Fe10.288Ni10.885Cu30.878,BCC
Cr41.712Mn5.9923Fe10.624Ni10.712Cu30.959,BCC
Cr42.289Mn5.2642Fe10.558Ni10.799Cu31.089,BCC
Cr39.953Mn8.3692Fe10.292Ni10.563Cu30.823,BCC
Cr38.822Mn12.628Fe8.4978Ni8.9687Cu31.084,BCC
Cr40.437Mn10.513Fe8.6868Ni9.0152Cu31.349,BCC
Cr41.593Mn8.9236Fe8.8657Ni8.9716Cu31.646,BCC
Cr43.421Mn6.3566Fe8.8012Ni9.2813Cu32.14,BCC
Cr42.514Mn7.4797Fe8.7553Ni9.2385Cu32.012,BCC
Cr24.138Mn19.611Fe16.922Ni19.445Cu19.884,BCC+FCC+AM
Cr22.885Mn23.225Fe16.383Ni18.32Cu19.186,AM
Cr21.586Mn27.607Fe14.966Ni17.261Cu18.581,AM
Cr20.134Mn32.098Fe14.236Ni16.067Cu17.464,AM
Cr18.765Mn36.919Fe13.168Ni14.667Cu16.481,AM
Cr17.136Mn42.296Fe11.99Ni13.432Cu15.146,AM
Cr24.884Mn16.573Fe17.867Ni20.213Cu20.464,BCC+FCC+AM
Cr25.663Mn13.952Fe18.522Ni21.153Cu20.71,BCC+FCC
Cr26.685Mn9.6505Fe20.154Ni22.532Cu20.979,BCC+FCC
Cr26.942Mn8.2714Fe20.291Ni23.525Cu20.971,BCC+FCC
Cr27.449Mn6.9456Fe21.212Ni23.457Cu20.936,BCC+FCC
Cr27.463Mn6.0219Fe21.539Ni24.215Cu20.762,BCC+FCC
Cr27.588Mn5.0155Fe22.04Ni24.75Cu20.606,BCC+FCC
Cr27.57Mn4.5353Fe22.868Ni24.649Cu20.377,BCC+FCC
Cr26.44Mn11.684Fe19.387Ni21.813Cu20.675,BCC+FCC
Cr21.421Mn20.395Fe19.027Ni21.246Cu17.91,FCC+AM
Cr20.763Mn24.042Fe17.714Ni20.194Cu17.287,AM
Cr19.67Mn28.446Fe16.314Ni18.909Cu16.661,AM
Cr18.495Mn32.961Fe15.191Ni17.467Cu15.886,AM
Cr16.952Mn38.124Fe14.046Ni16.259Cu14.619,AM
Cr15.631Mn43.142Fe12.593Ni14.66Cu13.974,AM
Cr22.197Mn17.038Fe19.753Ni22.589Cu18.422,BCC+FCC+AM
Cr22.782Mn14.373Fe20.499Ni23.948Cu18.399,BCC+FCC+AM
Cr23.828Mn9.6418Fe22.53Ni25.388Cu18.612,BCC+FCC
Cr23.925Mn8.2918Fe22.714Ni26.204Cu18.866,BCC+FCC
Cr23.966Mn7.0136Fe23.414Ni26.907Cu18.699,BCC+FCC
Cr24.188Mn6.23Fe23.973Ni27.487Cu18.122,BCC+FCC
Cr24.176Mn5.174Fe24.56Ni27.912Cu18.178,BCC+FCC
Cr24.362Mn4.3361Fe24.96Ni28.435Cu17.907,BCC+FCC
Cr23.419Mn11.94Fe21.499Ni24.528Cu18.614,BCC+FCC
Cr17.059Mn20.487Fe22.166Ni26.1Cu14.188,FCC+AM
Cr16.392Mn24.292Fe20.841Ni24.273Cu14.202,AM
Cr15.76Mn28.783Fe19.45Ni22.481Cu13.526,AM
Cr14.86Mn33.658Fe17.682Ni20.756Cu13.043,AM
Cr13.906Mn39.237Fe16.233Ni18.529Cu12.094,AM
Cr12.699Mn44.629Fe14.552Ni16.757Cu11.364,AM
Cr17.517Mn17.26Fe23.3Ni27.441Cu14.482,FCC+AM
Cr17.849Mn14.252Fe24.649Ni28.738Cu14.512,FCC+AM
Cr18.262Mn10.185Fe26.269Ni31.06Cu14.224,FCC
Cr18.067Mn8.3785Fe27.114Ni31.951Cu14.49,FCC
Cr18.077Mn6.9959Fe27.877Ni32.909Cu14.141,FCC
Cr17.93Mn5.9495Fe28.667Ni33.601Cu13.853,FCC
Cr17.933Mn5.0394Fe29.253Ni34.09Cu13.685,FCC
Cr17.975Mn4.4131Fe30.035Ni34.327Cu13.249,FCC
Cr17.995Mn11.928Fe25.479Ni29.919Cu14.68,FCC
Cr14.888Mn20.055Fe23.804Ni28.369Cu12.884,FCC+AM
Cr14.499Mn24.084Fe22.229Ni26.548Cu12.64,AM
Cr14.016Mn28.622Fe20.644Ni24.396Cu12.322,AM
Cr13.323Mn33.5Fe19.111Ni22.257Cu11.809,AM
Cr12.499Mn38.743Fe17.401Ni20.3Cu11.057,AM
Cr15.377Mn16.777Fe25.022Ni30.056Cu12.769,FCC+AM
Cr15.497Mn13.915Fe26.481Ni31.251Cu12.856,FCC+AM
Cr15.709Mn9.6957Fe28.347Ni33.769Cu12.479,FCC
Cr15.819Mn8.1594Fe29.225Ni34.593Cu12.204,FCC
Cr15.488Mn6.5504Fe30.142Ni35.562Cu12.258,FCC
Cr15.5Mn5.6476Fe30.893Ni36.2Cu11.76,FCC
Cr15.28Mn4.8796Fe31.356Ni36.827Cu11.658,FCC
Cr15.507Mn11.807Fe27.237Ni32.682Cu12.767,FCC
Cr13.297Mn19.75Fe25.534Ni30.287Cu11.132,FCC+AM
Cr12.784Mn23.795Fe23.606Ni28.469Cu11.346,FCC+AM
Cr12.499Mn28.116Fe22.098Ni26.288Cu10.999,AM
Cr11.957Mn33.012Fe20.31Ni24.223Cu10.499,AM
Cr11.128Mn38.264Fe18.412Ni22.12Cu10.076,AM
Cr13.539Mn16.436Fe26.586Ni32.225Cu11.215,FCC+AM
Cr13.504Mn13.649Fe28.103Ni33.686Cu11.058,FCC+AM
Cr13.579Mn9.483Fe30.089Ni35.922Cu10.928,FCC
Cr13.544Mn7.875Fe31.016Ni37.075Cu10.491,FCC
Cr13.242Mn6.4345Fe32.059Ni38.077Cu10.188,FCC
Cr12.976Mn5.491Fe32.979Ni38.671Cu9.8836,FCC
Cr12.734Mn4.6625Fe33.374Ni39.407Cu9.8221,FCC
Cr13.605Mn11.334Fe29.144Ni34.928Cu10.988,FCC
Cr11.541Mn19.201Fe27.08Ni32.236Cu9.9411,FCC+AM
Cr11.469Mn23.06Fe24.998Ni30.54Cu9.9325,FCC+AM
Cr11.151Mn27.524Fe23.385Ni28.291Cu9.6481,AM
Cr10.799Mn32.552Fe21.395Ni25.819Cu9.4342,AM
Cr11.83Mn15.773Fe28.332Ni34.102Cu9.9631,FCC+AM
Cr11.696Mn12.975Fe29.647Ni35.761Cu9.9211,FCC+AM
Cr11.725Mn8.8645Fe31.717Ni38.404Cu9.2889,FCC
Cr11.414Mn7.3101Fe33.001Ni39.415Cu8.8603,FCC
Cr11.244Mn5.9985Fe33.734Ni40.294Cu8.7286,FCC
Cr10.964Mn5.1245Fe34.407Ni41.229Cu8.2753,FCC
Cr11.716Mn10.67Fe30.919Ni37.122Cu9.5732,FCC
Cr10.205Mn18.151Fe28.371Ni34.575Cu8.6981,FCC+AM
Cr10.091Mn22.181Fe26.545Ni32.513Cu8.6708,FCC+AM
Cr9.8845Mn26.642Fe25.018Ni29.754Cu8.7019,AM
Cr10.189Mn14.994Fe29.761Ni36.254Cu8.8023,FCC+AM
Cr10.147Mn12.419Fe31.207Ni37.775Cu8.4527,FCC+AM
Cr9.8756Mn8.3734Fe33.461Ni40.31Cu7.9803,FCC
Cr9.6819Mn7.0956Fe34.35Ni41.443Cu7.4297,FCC
Cr9.6104Mn5.7867Fe35.272Ni42.102Cu7.2289,FCC
Cr10.15Mn10.267Fe32.619Ni38.847Cu8.1172,FCC+AM
Cr8.9236Mn17.251Fe30.023Ni36.09Cu7.7129,FCC+AM
Cr8.8607Mn14.149Fe31.228Ni37.982Cu7.7795,FCC+AM
Cr8.8389Mn11.778Fe32.637Ni39.403Cu7.3427,FCC+AM
Cr8.4786Mn7.6803Fe35.108Ni41.895Cu6.8389,FCC+AM
Cr8.6863Mn9.5862Fe33.95Ni40.774Cu7.0032,FCC+AM
Cr19.319Mn20.574Fe20.538Ni23.556Cu16.013,FCC+AM
Cr18.564Mn24.434Fe19.085Ni22.199Cu15.718,AM
Cr17.655Mn28.678Fe17.888Ni20.741Cu15.039,AM
Cr16.493Mn33.512Fe16.587Ni18.907Cu14.501,AM
Cr15.296Mn38.847Fe15.02Ni17.377Cu13.46,AM
Cr14.316Mn44.04Fe13.664Ni15.671Cu12.309,AM
Cr19.871Mn16.996Fe21.579Ni25.188Cu16.366,FCC+AM
Cr20.247Mn14.413Fe22.446Ni26.358Cu16.536,FCC+AM
Cr20.68Mn10.003Fe24.48Ni28.276Cu16.56,FCC
Cr20.872Mn8.3691Fe25.109Ni29.382Cu16.268,FCC
Cr20.794Mn7.144Fe25.79Ni30.104Cu16.169,FCC
Cr21.067Mn6.061Fe26.551Ni30.385Cu15.936,FCC
Cr20.915Mn5.2623Fe26.7Ni31.195Cu15.927,FCC
Cr20.82Mn4.4432Fe27.655Ni31.632Cu15.45,FCC
Cr20.611Mn11.929Fe23.497Ni27.203Cu16.759,FCC
Cr25.236Mn19.061Co15.544Ni16.953Cu23.206,BCC+FCC+AM
Cr24.255Mn22.419Co14.584Ni16.195Cu22.547,AM
Cr23.259Mn26.245Co13.693Ni15.167Cu21.635,AM
Cr21.909Mn30.312Co12.888Ni14.046Cu20.844,AM
Cr20.59Mn35.088Co11.721Ni12.937Cu19.664,AM
Cr19.092Mn39.968Co10.797Ni11.903Cu18.239,AM
Cr25.978Mn16.118Co16.27Ni17.939Cu23.695,BCC+FCC+AM
Cr26.54Mn13.702Co16.904Ni18.872Cu23.983,BCC+FCC+AM
Cr27.004Mn9.9068Co18.53Ni20.618Cu23.941,FCC
Cr27.383Mn8.4249Co18.954Ni21.204Cu24.034,FCC
Cr27.359Mn7.191Co19.577Ni22.164Cu23.709,FCC
Cr27.474Mn6.1853Co20.146Ni22.592Cu23.602,FCC
Cr27.443Mn5.3259Co20.815Ni23.367Cu23.049,FCC
Cr27.109Mn4.676Co21.435Ni24.009Cu22.771,FCC
Cr26.809Mn11.733Co17.588Ni19.834Cu24.035,FCC
Cr27.783Mn17.782Co13.819Ni15.371Cu25.245,BCC+FCC+AM
Cr26.592Mn20.921Co13.268Ni14.765Cu24.454,AM
Cr25.596Mn24.394Co12.359Ni13.654Cu23.997,AM
Cr24.043Mn28.396Co11.629Ni13.1Cu22.831,AM
Cr22.723Mn32.807Co10.886Ni11.911Cu21.672,AM
Cr28.622Mn15.132Co14.448Ni16.012Cu25.785,BCC+FCC+AM
Cr29.089Mn12.95Co14.961Ni16.773Cu26.227,BCC+FCC
Cr29.983Mn9.308Co16.2Ni18.195Cu26.314,BCC+FCC
Cr30.322Mn7.9656Co16.901Ni18.557Cu26.255,BCC+FCC
Cr30.355Mn6.7129Co17.34Ni19.296Cu26.296,FCC
Cr30.153Mn6.0864Co17.836Ni19.891Cu26.033,FCC
Cr30.367Mn5.1164Co18.281Ni20.384Cu25.852,FCC
Cr29.729Mn10.743Co15.647Ni17.624Cu26.257,BCC+FCC
Cr30.18Mn16.418Co12.315Ni13.77Cu27.317,BCC+FCC+AM
Cr29.072Mn19.257Co11.807Ni12.998Cu26.867,BCC+FCC+AM
Cr26.437Mn25.87Co10.582Ni11.845Cu25.265,AM
Cr24.973Mn30.247Co10.051Ni11.295Cu23.434,AM
Cr31.056Mn13.947Co12.68Ni14.217Cu28.1,BCC+FCC+AM
Cr31.81Mn11.85Co13.421Ni14.773Cu28.146,BCC+FCC
Cr32.855Mn8.6779Co14.096Ni15.883Cu28.487,BCC+FCC
Cr33.236Mn7.5124Co14.562Ni16.216Cu28.474,BCC+FCC
Cr33.297Mn6.3929Co14.924Ni16.885Cu28.502,BCC+FCC
Cr33.54Mn5.6022Co15.629Ni17.201Cu28.028,BCC+FCC
Cr33.587Mn4.874Co15.808Ni17.78Cu27.952,BCC+FCC
Cr32.493Mn10.008Co13.627Ni15.222Cu28.649,BCC+FCC
Cr32.809Mn14.921Co10.728Ni12.006Cu29.537,BCC+FCC
Cr31.6Mn17.501Co10.564Ni11.851Cu28.485,BCC
Cr30.292Mn20.673Co9.9811Ni11.189Cu27.864,BCC+AM
Cr28.888Mn24.271Co9.5812Ni10.785Cu26.474,BCC+AM
Cr33.659Mn12.879Co11.173Ni12.434Cu29.855,BCC+FCC
Cr34.544Mn10.724Co11.616Ni12.746Cu30.37,BCC+FCC
Cr35.744Mn7.7588Co12.164Ni13.751Cu30.581,BCC+FCC
Cr35.99Mn6.8041Co12.67Ni13.9Cu30.636,BCC+FCC
Cr36.232Mn5.8626Co12.858Ni14.448Cu30.599,BCC+FCC
Cr36.485Mn4.9851Co13.324Ni14.846Cu30.359,BCC+FCC
Cr35.016Mn9.3334Co11.875Ni13.172Cu30.604,BCC+FCC
Cr34.931Mn13.668Co9.4971Ni10.634Cu31.271,BCC
Cr34.016Mn15.861Co9.19Ni10.266Cu30.668,BCC
Cr32.711Mn18.527Co9.0073Ni9.8524Cu29.902,BCC
Cr35.96Mn11.556Co9.7425Ni10.989Cu31.753,BCC
Cr36.989Mn9.735Co10.071Ni11.338Cu31.867,BCC
Cr38.075Mn7.1179Co10.417Ni11.619Cu32.771,BCC+FCC
Cr38.553Mn6.3185Co10.667Ni11.934Cu32.527,BCC+FCC
Cr38.936Mn5.4421Co10.931Ni12.27Cu32.421,BCC+FCC
Cr37.532Mn8.2711Co10.303Ni11.594Cu32.3,BCC
Cr37.222Mn12.2Co8.3021Ni9.223Cu33.052,BCC
Cr38.317Mn10.47Co8.468Ni9.4244Cu33.32,BCC
Cr39.419Mn8.9531Co8.7037Ni9.4729Cu33.451,BCC
Cr40.453Mn6.4008Co9.0634Ni9.9927Cu34.09,BCC
Cr39.635Mn7.6985Co8.5677Ni9.8343Cu34.264,BCC
Cr22.63Mn20.229Co17.045Ni18.852Cu21.244,FCC+AM
Cr21.827Mn23.95Co15.856Ni17.797Cu20.569,AM
Cr20.989Mn27.69Co14.94Ni16.402Cu19.98,AM
Cr19.791Mn32.158Co13.949Ni15.335Cu18.766,AM
Cr18.424Mn37.355Co12.61Ni13.958Cu17.653,AM
Cr17.063Mn42.283Co11.549Ni12.816Cu16.289,AM
Cr23.249Mn17.126Co18.177Ni19.954Cu21.494,FCC+AM
Cr23.615Mn14.417Co19.071Ni21.161Cu21.736,FCC
Cr24.244Mn10.333Co20.728Ni22.985Cu21.711,FCC
Cr24.37Mn8.8238Co21.449Ni23.895Cu21.462,FCC
Cr24.463Mn7.5303Co21.819Ni24.898Cu21.289,FCC
Cr24.162Mn6.4529Co23.035Ni25.338Cu21.012,FCC
Cr23.998Mn5.5173Co23.542Ni26.209Cu20.733,FCC
Cr23.872Mn4.8668Co23.864Ni27.005Cu20.393,FCC
Cr23.933Mn12.195Co19.885Ni22.092Cu21.895,FCC
Cr20.235Mn20.939Co18.761Ni21.042Cu19.023,FCC+AM
Cr19.83Mn24.71Co17.518Ni19.466Cu18.475,AM
Cr18.624Mn29.115Co16.304Ni17.993Cu17.964,AM
Cr16.672Mn38.624Co13.775Ni14.981Cu15.948,AM
Cr15.359Mn43.91Co12.429Ni13.375Cu14.927,AM
Cr20.739Mn18.069Co19.82Ni22.207Cu19.164,FCC+AM
Cr21.17Mn14.938Co21.077Ni23.281Cu19.535,FCC
Cr21.583Mn10.754Co22.887Ni25.501Cu19.275,FCC
Cr21.697Mn9.0259Co23.869Ni26.337Cu19.071,FCC
Cr21.308Mn7.5921Co24.584Ni27.746Cu18.77,FCC
Cr21.283Mn6.6017Co25.275Ni28.157Cu18.684,FCC
Cr20.984Mn5.6527Co25.93Ni29.037Cu18.396,FCC
Cr20.717Mn4.8219Co26.627Ni30.015Cu17.82,FCC
Cr21.411Mn12.66Co21.873Ni24.563Cu19.494,FCC
Cr15.894Mn22.361Co22.255Ni24.382Cu15.108,FCC+AM
Cr15.595Mn26.268Co20.633Ni22.728Cu14.775,AM
Cr15.143Mn30.63Co19.048Ni20.887Cu14.292,AM
Cr14.266Mn35.459Co17.357Ni19.185Cu13.734,AM
Cr13.28Mn40.994Co15.678Ni17.035Cu13.014,AM
Cr16.373Mn18.62Co23.557Ni26.244Cu15.206,FCC
Cr16.578Mn15.547Co24.764Ni27.735Cu15.376,FCC
Cr16.483Mn11.08Co27.259Ni30.21Cu14.968,FCC
Cr16.379Mn9.1624Co28.055Ni31.638Cu14.767,FCC
Cr16.261Mn7.7041Co28.999Ni32.361Cu14.675,FCC
Cr15.944Mn6.5936Co29.716Ni33.395Cu14.352,FCC
Cr16.623Mn13.065Co26.052Ni28.931Cu15.329,FCC
Cr14.112Mn22.259Co23.698Ni26.315Cu13.617,FCC+AM
Cr13.646Mn26.677Co22.036Ni24.444Cu13.196,AM
Cr13.355Mn31.21Co20.282Ni22.393Cu12.76,AM
Cr14.364Mn18.733Co25.259Ni27.972Cu13.671,FCC
Cr14.414Mn15.574Co26.548Ni29.955Cu13.508,FCC
Cr14.323Mn11.039Co29.21Ni32.273Cu13.154,FCC
Cr14.172Mn9.0907Co30.115Ni33.781Cu12.841,FCC
Cr13.926Mn7.5101Co30.93Ni34.959Cu12.675,FCC
Cr13.711Mn6.3456Co32.077Ni35.648Cu12.219,FCC
Cr14.389Mn12.95Co27.949Ni31.25Cu13.462,FCC
Cr12.514Mn10.758Co30.822Ni34.46Cu11.446,FCC
Cr12.172Mn8.7404Co31.992Ni35.961Cu11.135,FCC
Cr11.99Mn7.5001Co32.987Ni36.642Cu10.881,FCC
Cr12.66Mn12.933Co29.564Ni33.038Cu11.806,FCC
Cr18.023Mn21.85Co20.324Ni22.744Cu17.059,FCC+AM
Cr17.468Mn25.767Co19.154Ni21.298Cu16.314,AM
Cr16.777Mn30.101Co17.426Ni19.614Cu16.083,AM
Cr15.772Mn34.709Co16.19Ni17.972Cu15.357,AM
Cr14.948Mn39.961Co14.691Ni16.094Cu14.306,AM
Cr13.649Mn45.056Co13.054Ni14.574Cu13.667,AM
Cr18.555Mn18.543Co21.694Ni24.144Cu17.063,FCC
Cr18.733Mn15.392Co22.914Ni25.624Cu17.337,FCC
